"정세균","민주통합당","19500926","공약1 경제를 활기차게","1) 주민에게 이익이 되는 뉴타운·재개발
  -창신 숭인지역 뉴타운 전면 재검토
  -투명하고 공정한 의견수렴절차 수립
  -서울시 종로구와 공동협의해 구역별 특성반영한 해법마련
2) 재래시장 활성화
  -환경개선 현대화 사업 및 주차장 확보
3) 창신 숭인지역 패션디자인 집적단지 조성
  -의류기술센터 아파트형 공장 건립, 외국산업연수생 활용안 마련
4)종로 귀금속 보석사업 육성
  -거점지원시설 건립, 세계 수준의 쇼핑센터 육성해 외국관광객 유치
  -지역경제 활성화, 일자리 창출 기여"
"정세균","민주통합당","19500926","공약2 복지를 꼼꼼하게","1) 기초노령연금 인상, 노인 일자리 기간 연장
  -노인틀니 건강보험 적용
  -문화관광해설사, 전통문화교육사, 어린이 안전지킴이, 보육시설 지도사 등 어르신 일자리 확대
2) 보육 서비스 강화
  -국공립 보육시설 확층, 민간시설 지원 확대 및 보육교사 처우 개선
  -시설 미이용아동 무상보육 혜택 확대
  -맞벌이 부부를 위해 시간연장형 보육시설, 종일제 유치원 등 확대
3) 장애인 자립기반 지원 강화, 사회참여 보장 확대
  -장애인 자립지원수당 지급, 맞춤형 거주공간 마련, 이동권 보장 강화
  -복지일자리, 공공근로사업 등 장애인 일자리 확대
4)보건소의 생활주치의 제도 도입 및 생활체육시설 확충
  -보건소 기능 강화 및 권역별 보건지소 확충"
"정세균","민주통합당","19500926","공약3 교육이 알차게","○ 교육 양극화 해소
  -숭인·창신지역 중학교 설립 등 교육환경 개선, 교육 바우처 제도 도입
○ 종로구 혁신학교 특성화지구 지정
  -관내 초중고 혁신학교 대폭추가 지정, 공교육 혁신의 모범사례 발전
○ 폭력 없는 학교·안전한 등하교
  -평화로운 교실 공동체 만들기, 학교폭력 예방 위한 제도적 장치마련
  -통학로 및 골목길 안전시설 강화, 주택가 골목 교통안전지역 지정
○ 동네마다 '작은 도서관'건립
  -주민자체센터 등 활용 독서와 문화 정보 서비스 제공"
"정세균","민주통합당","19500926","공약4 문화를 빛나게","○ 역사문화특구지정
  -5대궁궐, 북초한옥마을, 인사동, 대학로 일대 특구지정, 관광자원화
○ 종로주민 관내 고궁이용 혜택 추진
  -종로주민 대상 고궁 입장료 대폭인하 또는 소액 정액회원제 전환
○ 동네마다 '작은 박물관'건립
  -'각 동인 가진 역사적 특성 보존하고 알리는 소규모 박물관 조성
○ 자연녹지 벨트 구축 및 생태 복원
  - 백사실·북악팔각정,인왕산·동망산, 감사원길 일대 소공원 생태숲길"
"정세균","민주통합당","19500926","공약5 주민을 편안하게","○ 위법건축물 이행강제금, 도로 점용 변상금 대책 마련
  -한시적 특별신고, 부담 경감 방안 추진
○ 불합리한 '자연경관지구'피해 대책 마련
  -자연경관지구 용적률, 건폐율 조정 및 완화 추진
○ 전선 지중화 및 공영 주차공간 확충
  -한전과 협의를 통해 사업 조속 추진, 공공시설 지하주차장 확충
○ 미대사관 숙소 부지 공공개발 추진
  -국가가 부지매입해 주민친화적 역사문화 공간 활용
○ 주민이 편리한  교통
  -혜화동 사거리 지하철 연계통로 설치
  -종로5가-이화4거리 확장공사
  -무악현대아파트 앞 신호체계 개선
○ 비과세 토지 50%이상 자치단체(종로구) 정부지원 법제화 추진
  -법제화 통해 지방세수 부족분 지원 추진"
"정호준","민주통합당","19710219","‘사람중심의 중구’를 위한 삶의 질적 향상 추구","<정책목표>
ㅇ 전시성 공공 시설물 건립 및 개발 지양, 주거 생활환경 개선 극대화
  -. 남산주변 최고고도지구내 건축물 높이의 획일적 제한으로 지역주민의
      개발의욕 상실과 재산권을 침해하고 있는 바, 합리적인 완화방안 마련
  -. 도심특성상 생활체육시설 설치공간이 부족한 바, 우리구에 위치한 체육시설
      을 최대한 활용 생활체육공간으로 활용방안 추진
  -. 도시미관을 저해하는 약수고가차도를 철거하여 주민 숙원사업을 해결하고
      쾌적한 주거환경을 조성 
<추진계획>
ㅇ 남산 최고고도 지구내 건축물 높이 ‘15m 획일적 제한’을 지역주민 재산권 
  침해 민원 해소를 위한 ‘30m 합리적 해제’ 추진
 -. 서울시 중구 회현동, 명동, 필동, 장충동, 신당2동 일부
 -. 용도지역: 제1종, 2종 일반주거지역, 준주거지역, 일반상업지역 분포
 -. 서울시, 서울시의원 및 유관 정부기관과 지속적인 협의체 구성 지원  
ㅇ 장충체육관을 리모델링과 연계하여 중구민을 위한 생활체육공간 마련과 
   중구민이 우선 이용할 수 있는 방안을 서울시와 협의하여 적극 주친  
 -. 중구 장충동2가 200-102 (지상2층/지상3층, 관람석 5,248석 규모)     
ㅇ 장충리틀야구장 지상층을 생활체육공간으로, 지하층은 청소차고지로 건립  
ㅇ 약수고가 철거, 장애인 보행 동선에 따른 유도블록을 재정비, 
  장충단 공원 일대와 연계하여 문화·녹화거리 조성‘걷고 싶은 거리’추진"
"정호준","민주통합당","19710219","‘가족중심의 중구‘ 출산, 육아, 교육의 ’보편적 복지 체계화‘","<정책목표>
ㅇ 일과 가정생활을 조화롭게 병행할수 있는 환경조성으로 젊은인구층 유입
ㅇ 영·유아 육아비용 경감 및 출산율 증대를 위한 복지 환경 개선
ㅇ 교육 환경 개선을 위한 국가 지원 확대     
   : 재해, 먹거리, 폭력으로부터 안전한 학교 만들기 3대 프로젝트를 내실있게
     추진하여 학생들을 믿고 맡길 수 있는 안전한 교육환경 조성
<추진계획>
ㅇ 산후 건강관리에 취약한 출산 가정, 산모·신생아 도우미 확대
    → 지역 어르신 도우미 육성으로 노년층을 맞춤형 일자리 창출에 기여
ㅇ 만 12세 이하 필수 예방접종 비용 및 차상위층 국민건강보험료 확대 지원   
    → 아동의 병·의원 필수예발접종 비용을 전액 지원해 줌으로써 육아비용
       부담을 줄이고 지역사회 감염병 퇴치에 기여
ㅇ 관내 장난감 도서관 설치 확대
    → 현재 건립중인 보육정보센터(영유아플라자)에 설치된는 장난감도서관을 
       저속득층을 위해 확충방안을 추진 (예산편성)
ㅇ‘학교공원화사업‘을 통한 녹지 확충으로 지역 커뮤니티 활성화 증대
  · 학력신장을 선도할 수준 높은 중·고등학교 육성
    → 안전한 학교 만들기와 병행하여“인재를 키워내는 바른교육”실현을 위해
       학력신장을 선도할 관내 학교를 적극 육성함으로써, 선진교육 중구 실현"
"정호준","민주통합당","19710219","'서울의 중구'에서 '글로벌 중구' 도약","<정책목표>
ㅇ 서울 MICE (Meeting, Incentive, Convention, Exhibition) 산업의 
  거점 지역으로 육성하여 지역 경쟁력 강화  
ㅇ 재래시장 특성화로 지역생활시장에서 서울의 대표 테마시장으로 개발
ㅇ 다산로 역세권역 개선 발전 계획 수립 및 지원
<추진계획>
ㅇ 서울역 중심의 국제 컨벤션 산업 활성화를 위한 기반 조성
  → 서울역의 상징성 및 역사성을 연계한 국제컨벤션시설을 조성하여 중구가
     국제도시관문으로서의 역할 및 브랜드 가치 제고
   -. 봉래동 2가 122번지 일대, 한국철도공사주관 프로젝트 적극지원
   -. 시설용도 : 전시컨벤션센터, 관광호텔, 업무시설, 판매 및 문화시설 등
   -. 관광호텔 등록 신청시 호텔 종사자 중구민 우선 채용 적극 협의
ㅇ 청계천 주변 역사문화자원을 연계한 문화 관광사업 시행
  → 청계천의 생태 및 역사복원으로 친환경 관광사업 연계및 주거환경 개선
ㅇ 동대문 DDP 일대 ‘특정산업개발진흥지구‘ 추진
  → 시민참여형 프로젝트 추진 및 일대의 중심산업인 패션, 디자인, 
   봉제산업 등을 육성하고 이에 따른 일자리 창출
ㅇ 전통시장을 시장별로 특화하여 대형마트, 백화점과 차별화된 전통시장의
   경쟁력을 확보함으로써 지역경제 활성화를 도모함
  -. 전통시장 : 30개소 (등록시장 14, 인정시장 11, 상점가 5)
  -. 시장별 특화 발전을 위한 추진방향 자문단 적극 구성
  -. 시장별 특화를 위한 시장관계자 및 중소기업청 등 유관기관 협의 조율
  -. 재래시장육성특별법 제정을 통합 국비, 시비 지원 협조"
"정호준","민주통합당","19710219","국립중앙의료원 본원 이전 반대","<정책목표>
ㅇ 국립의료원 법인화 이후 원지동 이전 계획 추진되고 있으나, 현 시설을 존치하여 
  -. 서민 의료기관으로써 기능을 유지하고,
  -. 시설 현대화 및 진료고도화를 실현함 
<추진계획>
ㅇ 한나라당은 국립중앙의료원을 지난 2010년 4월 국회에서 법인화 전환이후 
  -. 공공기능성을 퇴색시킨 후, 중구에 위치한 국립의료원 이전 계획을 원지동 
    화장장 설치에 따른 서초구민 달래기용으로 추진하고 있으며, 서울시와 
    중구청은 이 병원 자리에 용도변경을 통해 ‘부티 콤플렉스’ 추진안을 발표했슴. 
    이를 반대하나, 기 추진되어 이전이 되더라도, 기존 중앙의료원 기능 존치추진.
ㅇ 중구 국립중앙의료원 현대화, 공공의료 고도화.
  -. 공공의료기관의 중심인 국립의료원을 현 중구에 존치시키고 이를 더욱 현대화
    하고 전문의료진 확충하여, 중증 진료 분야에 소외되었던 공공기능의 지역거점
    병원으로 성장할 수 있도록 보건복지부와 협의라인을 가동하여 서울시 재정지원
    을 확대하고자 함.
ㅇ 중구의 서민을 위한 종합의료병원시설 유지 및 발전"
"정호준","민주통합당","19710219","역동적 복지국가 건설과 남북화해협력체계 구축","<정책목표>
ㅇ 보편적 복지체계 구축
  -. 삶의 라이프사이클(Life Cycle)별 보편적 복지국가기반체계  구축
  -. 인류가 지향하는 기본적 가치인 생명존중, 자유확대를 기반으로 하는 
    신뢰사회를 구축
  -. 국민의 이익을 최우선으로 하는 외교,통상,안보정책과 평화와 통일이 함께하는
    대북정책의 실현
<추진계획>
ㅇ “보편적 복지정책”과 “계층별, 분야별 사회문제합의 체결”
 -. 무상급식, 무상교육, 무상의료, 대학생반값등록금, 일자리복지, 주거복지 정책추진 
 -. 저출산 고령화시대에 대응하여 사회구조에 알맞은 정책수립을 위한 입법활동   
ㅇ 사회소외계층으로 전락하고 있는 88만원 젊은세대에 대한 일자리 창출을 위한
   적극적 입법활동 추진
  -. 대기업의 낙수효과 절대적 확대방안 필요
ㅇ 조세제도의 개선을 통한 조세부담율 OCED수준으로 향상조정
  -. 현재 조세부담율 19.3%를 2017년까지 21,5% 이상으로 높여, 년 평균 15조세금
     확보로 보편적 복지체계 구축의 재원 확충
  -. OECD 평균 조세부담율 : 25.8% 수준
ㅇ 화해와 협력을 위한 대북정책과 국민의 이익을 최우선으로 하는 외교정책 입안"
